customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
FE20514,oregon,5065.486772,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7.0,55,0.0,5,Personal Auto,Personal L1,Offer2,Web,218.717113,Four-Door Car,Medsize,A
TQ82322,california,2438.689804,No,Basic,Bachelor,2/19/11,Employed,F,80927,Urban,Single,62,25.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Branch,211.660971,Two-Door Car,Medsize,A
BN91755,california,4975.171042,No,Extended,Master,1/30/11,Employed,F,44723,Urban,Married,124,26.0,3,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,341.088276,SUV,Medsize,A
DB79306,california,4416.345862,No,Basic,College,1/4/11,Employed,M,25480,Urban,Married,117,26.0,49,3.0,1,Personal Auto,Personal L1,Offer4,Web,486.545439,SUV,Small,A
BD69478,california,5194.654884,No,Basic,College,1/1/11,Employed,M,51883,Suburban,Married,66,8.0,99,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,623.751121,Two-Door Car,Small,A
MQ64736,washington,3700.420255,No,Extended,Bachelor,2/20/11,Medical Leave,F,12287,Suburban,Single,99,11.0,49,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,712.8,Four-Door Car,Small,A
GF94951,arizona,7076.653181,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Single,68,8.0,9,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Large,A
LA20890,oregon,2846.645431,No,Basic,Bachelor,1/28/11,Employed,F,66880,Suburban,Married,71,7.0,54,0.0,1,Personal Auto,Personal L3,Offer4,Branch,340.8,Four-Door Car,Medsize,A
JG61793,washington,3046.248976,No,Extended,High School or Below,1/18/11,Unemployed,M,0,Suburban,Single,98,4.0,43,2.0,1,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,Small,A
IQ96928,oregon,4348.139173,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,62,20.0,9,0.0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small,A
NQ92014,california,3659.18314,No,Basic,High School or Below,2/11/11,Unemployed,F,0,Suburban,Single,106,34.0,39,0.0,1,Personal Auto,Personal L2,Offer2,Web,763.2,SUV,Medsize,A
XG44587,arizona,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9.0,71,0.0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,A
UN52560,arizona,6278.764007,No,Extended,Bachelor,2/14/11,Employed,M,47669,Suburban,Married,80,16.0,84,0.0,3,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small,A
QV89791,california,8476.80656,No,Premium,High School or Below,2/15/11,Employed,F,55217,Suburban,Married,107,9.0,9,2.0,9,Personal Auto,Personal L3,Offer1,Branch,696.115596,Two-Door Car,Medsize,A
NS74173,nevada,2968.077571,No,Basic,College,2/21/11,Employed,M,91646,Rural,Married,74,12.0,10,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.678779,Two-Door Car,Medsize,A
SZ75668,oregon,7474.605769,No,Basic,College,1/15/11,Employed,M,44186,Urban,Married,64,9.0,96,2.0,2,Personal Auto,Personal L1,Offer1,Agent,295.04969,Four-Door Car,Medsize,A
RO58812,california,4466.101762,No,Basic,College,1/14/11,Unemployed,M,0,Suburban,Single,64,25.0,33,0.0,5,Personal Auto,Personal L1,Offer1,Call Center,307.2,Four-Door Car,Medsize,A
ID89933,oregon,7255.577594,No,Extended,Doctor,1/9/11,Employed,F,39786,Urban,Married,91,2.0,91,1.0,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,Medsize,A
IU14618,oregon,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L3,Offer2,Agent,281.295903,Four-Door Car,Large,A
ZB62469,california,2161.685527,No,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Single,67,33.0,75,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize,A
GP83239,california,7840.165778,Yes,Extended,College,1/14/11,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,A
QB58745,california,2787.539793,No,Basic,High School or Below,1/23/11,Employed,M,34927,Urban,Married,70,5.0,2,0.0,1,Personal Auto,Personal L2,Offer4,Web,242.491357,Two-Door Car,Large,A
FL74984,oregon,2744.083863,No,Basic,Bachelor,2/1/11,Employed,M,79192,Suburban,Divorced,70,11.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Small,A
AI16519,nevada,4877.61238,No,Basic,High School or Below,1/18/11,Unemployed,M,0,Suburban,Married,66,4.0,30,0.0,5,Personal Auto,Personal L3,Offer2,Agent,420.39344,Two-Door Car,Medsize,A
YJ14330,california,32725.2974,No,Extended,Master,1/12/11,Employed,F,39894,Urban,Married,134,23.0,87,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,411.077415,SUV,Medsize,A
IX45386,arizona,2478.833596,No,Basic,College,1/30/11,Employed,M,81721,Rural,Single,63,11.0,5,0.0,1,Personal Auto,Personal L2,Offer2,Web,133.90029,Four-Door Car,Large,A
RT69513,california,4774.751709,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,64,34.0,47,0.0,7,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A
XN11823,nevada,3764.465074,No,Extended,Bachelor,2/17/11,Employed,F,92600,Suburban,Single,94,9.0,48,0.0,1,Corporate Auto,Corporate L2,Offer3,Web,842.43785,Two-Door Car,Small,A
NJ72300,oregon,8009.028202,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,107,5.0,8,0.0,3,Personal Auto,Personal L3,Offer2,Web,740.963933,SUV,Small,A
ZZ49347,oregon,2592.437797,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8.0,23,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,A
VW58299,california,12168.74492,Yes,Basic,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A
SK12752,california,4462.997006,Yes,Basic,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,73,35.0,52,3.0,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A
RW71963,nevada,7233.540011,No,Extended,High School or Below,1/8/11,Employed,F,94550,Suburban,Single,90,0.0,93,0.0,7,Personal Auto,Personal L3,Offer2,Agent,432.0,Four-Door Car,Small,A
BF69918,oregon,5666.465804,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,77,17.0,54,0.0,9,Personal Auto,Personal L2,Offer1,Web,534.228036,Four-Door Car,Medsize,A
RA68844,oregon,9599.950239,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,131,6.0,52,0.0,6,Personal Auto,Personal L2,Offer2,Web,943.2,SUV,Small,A
KT92231,oregon,7706.032636,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,107,15.0,63,0.0,8,Personal Auto,Personal L1,Offer1,Agent,1267.709661,Sports Car,Medsize,A
BL89983,california,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Special Auto,Special L3,Offer2,Web,542.4,Four-Door Car,Large,A
RE32481,california,7835.929299,No,Basic,Master,1/20/11,Employed,F,49390,Urban,Married,195,31.0,15,0.0,1,Personal Auto,Personal L1,Offer4,Call Center,738.05105,Luxury Car,Medsize,A
VO25938,oregon,8382.478392,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,A
HC20975,arizona,16727.77186,No,Basic,Bachelor,1/19/11,Employed,M,30915,Suburban,Married,72,1.0,6,2.0,2,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Large,A
SR49919,arizona,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,7.0,3,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize,A
AR99766,nevada,4692.048347,No,Basic,Bachelor,1/20/11,Employed,F,82534,Rural,Single,118,15.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,4.23752,SUV,Medsize,A
KU61611,arizona,4327.098922,No,Basic,High School or Below,2/6/11,Employed,M,69040,Suburban,Married,108,4.0,88,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,518.4,Sports Car,Small,A
IG94072,oregon,9928.874825,No,Extended,High School or Below,1/1/11,Employed,F,75425,Suburban,Married,123,3.0,49,0.0,6,Personal Auto,Personal L1,Offer1,Branch,823.798803,Sports Car,Large,A
GX40957,california,18732.2012,No,Basic,College,2/22/11,Employed,F,70187,Suburban,Married,117,4.0,61,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,632.16097,Sports Car,Medsize,A
KQ44803,arizona,7224.235434,No,Basic,College,1/20/11,Unemployed,M,0,Urban,Married,72,27.0,21,2.0,2,Personal Auto,Personal L2,Offer1,Agent,297.419028,Two-Door Car,Medsize,A
AA56476,arizona,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25.0,29,0.0,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,A
XE66367,oregon,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Special Auto,Special L2,Offer1,Agent,185.355353,Four-Door Car,Medsize,A
DX91392,california,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
FG63647,nevada,12877.7765,No,Premium,Bachelor,1/25/11,Unemployed,M,0,Suburban,Married,117,8.0,89,0.0,2,Personal Auto,Personal L1,Offer2,Agent,561.6,Four-Door Car,Medsize,A
SA77508,oregon,5754.853121,No,Basic,High School or Below,2/3/11,Employed,F,29460,Rural,Married,72,3.0,18,0.0,5,Personal Auto,Personal L3,Offer2,Branch,29.303915,Four-Door Car,Large,A
QI69873,washington,15063.50118,No,Extended,Master,1/11/11,Disabled,M,19132,Suburban,Single,207,25.0,15,0.0,3,Personal Auto,Personal L1,Offer4,Agent,1008.569798,Luxury Car,Small,A
XL44677,california,2300.691547,Yes,Basic,Bachelor,1/15/11,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal L1,Offer1,Agent,302.4,Four-Door Car,Large,A
VF73104,arizona,5016.827946,No,Basic,High School or Below,2/6/11,Employed,F,20868,Rural,Married,63,19.0,13,0.0,8,Personal Auto,Personal L3,Offer3,Agent,134.629643,Four-Door Car,Medsize,A
XD82117,arizona,8675.993821,No,Basic,College,1/18/11,Employed,F,65933,Urban,Married,108,23.0,16,0.0,5,Personal Auto,Personal L2,Offer3,Call Center,379.951464,SUV,Medsize,A
ZF54421,california,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small,A
EM89554,oregon,8617.550432,No,Basic,Bachelor,1/6/11,Employed,F,48091,Rural,Married,108,30.0,66,0.0,9,Personal Auto,Personal L1,Offer1,Branch,132.041491,SUV,Medsize,A
YA78391,oregon,5709.225202,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,78,32.0,66,0.0,5,Personal Auto,Personal L2,Offer3,Agent,410.409376,Four-Door Car,Medsize,A
NE79174,california,5386.512585,No,Basic,Bachelor,2/23/11,Employed,M,41228,Suburban,Married,70,2.0,99,3.0,7,Personal Auto,Personal L3,Offer2,Web,336.0,Two-Door Car,Medsize,A
VK53354,washington,27945.89465,No,Extended,Bachelor,2/8/11,Unemployed,M,0,Suburban,Single,95,32.0,69,0.0,2,Special Auto,Special L3,Offer2,Call Center,684.0,Two-Door Car,Medsize,A
FA46418,nevada,24709.59957,No,Extended,High School or Below,2/4/11,Employed,F,24213,Suburban,Single,78,11.0,28,1.0,2,Personal Auto,Personal L3,Offer2,Agent,374.4,Four-Door Car,Medsize,A
FG42635,oregon,10018.66117,No,Extended,College,2/18/11,Employed,M,30720,Suburban,Married,139,17.0,24,4.0,5,Personal Auto,Personal L2,Offer3,Agent,778.463303,SUV,Small,A
NB98740,california,2824.681217,No,Basic,High School or Below,1/18/11,Employed,F,82875,Suburban,Married,70,5.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,455.337179,Four-Door Car,Small,A
CS35098,california,10212.01913,No,Extended,College,1/11/11,Employed,M,93920,Urban,Married,84,20.0,13,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize,A
BT61680,arizona,32069.87526,No,Basic,High School or Below,1/15/11,Employed,F,24851,Suburban,Single,103,8.0,99,0.0,2,Personal Auto,Personal L3,Offer1,Agent,604.289428,SUV,Medsize,A
PP80817,california,8323.533338,No,Basic,High School or Below,2/2/11,Employed,F,59886,Rural,Married,104,30.0,1,0.0,4,Personal Auto,Personal L2,Offer1,Agent,71.729298,Sports Car,Medsize,A
MN79082,oregon,6444.076976,No,Extended,College,1/5/11,Employed,M,46750,Suburban,Married,82,20.0,74,1.0,3,Corporate Auto,Corporate L1,Offer3,Branch,672.026958,Two-Door Car,Small,A
GH98275,california,4670.953723,No,Basic,College,2/15/11,Unemployed,F,0,Urban,Divorced,64,25.0,89,0.0,4,Corporate Auto,Corporate L2,Offer2,Call Center,181.810486,Four-Door Car,Medsize,A
SV51174,oregon,20631.15177,No,Extended,Master,1/3/11,Employed,M,28935,Rural,Married,87,24.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,119.630789,Two-Door Car,Medsize,A
JZ61928,california,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,Medsize,A
KB42322,california,6761.107268,No,Extended,Bachelor,1/11/11,Employed,F,70829,Suburban,Divorced,85,14.0,10,0.0,3,Personal Auto,Personal L3,Offer4,Web,553.174109,Four-Door Car,Medsize,A
CP87192,california,6120.185345,No,Extended,College,1/8/11,Medical Leave,F,23843,Urban,Married,79,1.0,42,0.0,5,Personal Auto,Personal L3,Offer3,Branch,344.693511,Four-Door Car,Medsize,A
YD89516,california,4488.134688,No,Basic,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,66,1.0,61,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,758.460636,Four-Door Car,Small,A
QN10888,oregon,7726.993623,No,Basic,High School or Below,1/24/11,Employed,F,87620,Rural,Married,64,3.0,15,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,24.063693,Four-Door Car,Medsize,A
NK34682,oregon,2736.53263,No,Basic,Bachelor,2/20/11,Employed,M,39492,Suburban,Married,68,12.0,9,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
PX45824,washington,4966.848441,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,74,25.0,60,0.0,9,Personal Auto,Personal L2,Offer1,Agent,532.8,Four-Door Car,Medsize,A
YX36936,arizona,4274.618943,No,Basic,College,2/1/11,Employed,M,39621,Rural,Married,109,4.0,23,1.0,1,Corporate Auto,Corporate L3,Offer4,Agent,25.292113,SUV,Medsize,A
DA28072,arizona,7380.086414,No,Extended,Master,1/12/11,Employed,F,21841,Suburban,Married,91,33.0,47,0.0,7,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,Medsize,A
PL56477,oregon,2927.516316,No,Basic,College,2/23/11,Employed,F,20852,Suburban,Married,73,8.0,6,0.0,1,Personal Auto,Personal L3,Offer3,Branch,383.789732,Two-Door Car,Small,A
QU58523,arizona,5794.682724,No,Basic,Master,2/15/11,Employed,M,52979,Suburban,Divorced,72,14.0,53,0.0,4,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Small,A
JB50798,oregon,9624.524417,No,Extended,Master,1/20/11,Employed,F,25629,Suburban,Single,124,3.0,70,2.0,6,Corporate Auto,Corporate L3,Offer2,Agent,595.2,Sports Car,Medsize,A
NS38229,nevada,5126.038871,No,Basic,College,2/21/11,Employed,F,63147,Rural,Married,64,1.0,91,0.0,4,Personal Auto,Personal L2,Offer1,Agent,87.565229,Four-Door Car,Medsize,A
VP13613,california,3942.725768,No,Extended,Bachelor,1/3/11,Employed,M,65404,Urban,Married,99,16.0,79,0.0,1,Personal Auto,Personal L2,Offer2,Branch,300.703109,Four-Door Car,Large,A
CP27565,oregon,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize,A
LH87004,washington,17367.52612,No,Basic,College,1/5/11,Employed,M,41418,Suburban,Divorced,112,17.0,80,0.0,2,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Small,A
IP66913,california,3886.647414,No,Extended,High School or Below,1/11/11,Employed,M,78108,Suburban,Single,98,12.0,34,0.0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,A
FW44940,california,8467.387317,No,Basic,Bachelor,2/10/11,Disabled,F,21139,Suburban,Divorced,113,15.0,93,0.0,5,Personal Auto,Personal L1,Offer3,Web,656.798232,Sports Car,Medsize,A
XT34986,oregon,16775.80883,No,Extended,Bachelor,1/5/11,Employed,M,89030,Rural,Married,139,31.0,62,0.0,2,Personal Auto,Personal L3,Offer3,Agent,49.566591,SUV,Medsize,A
WY97929,arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Special Auto,Special L1,Offer2,Agent,355.2,Four-Door Car,Large,A
CP85232,arizona,44795.46942,No,Extended,College,2/4/11,Employed,M,58778,Rural,Married,126,6.0,62,0.0,2,Special Auto,Special L3,Offer1,Agent,302.033971,SUV,Small,A
EF13716,oregon,2697.328799,No,Basic,College,2/14/11,Employed,M,60462,Urban,Married,68,14.0,10,1.0,1,Personal Auto,Personal L3,Offer1,Agent,216.934983,Four-Door Car,Large,A
XW60886,california,6275.155361,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,90,15.0,55,0.0,3,Personal Auto,Personal L3,Offer4,Branch,900.242038,Four-Door Car,Small,A
AY40674,washington,4821.418454,No,Extended,Bachelor,2/6/11,Employed,F,26583,Suburban,Married,128,6.0,46,4.0,1,Personal Auto,Personal L2,Offer2,Agent,614.4,SUV,Medsize,A
RY43586,oregon,8372.851175,No,Basic,Master,1/12/11,Disabled,F,12590,Rural,Married,73,22.0,1,0.0,2,Personal Auto,Personal L3,Offer1,Agent,132.503461,Two-Door Car,Medsize,A
BZ12077,oregon,4322.240343,No,Basic,High School or Below,2/16/11,Unemployed,F,0,Suburban,Divorced,119,0.0,37,0.0,1,Personal Auto,Personal L3,Offer2,Agent,571.2,SUV,Medsize,A
IS79761,oregon,3815.851163,No,Extended,High School or Below,1/5/11,Employed,M,38651,Suburban,Single,98,12.0,83,0.0,1,Personal Auto,Personal L3,Offer3,Branch,470.4,Two-Door Car,Medsize,A
HA82735,arizona,3857.947176,No,Extended,Bachelor,1/1/11,Unemployed,F,0,Suburban,Single,121,12.0,67,2.0,1,Personal Auto,Personal L2,Offer1,Web,1032.204305,SUV,Medsize,A
UM69933,nevada,2489.337928,No,Basic,College,2/15/11,Employed,M,46051,Suburban,Married,63,16.0,34,0.0,1,Personal Auto,Personal L1,Offer3,Branch,302.4,Two-Door Car,Large,A
KC67832,california,17292.93538,No,Extended,College,2/7/11,Employed,M,80028,Rural,Married,86,34.0,37,0.0,2,Corporate Auto,Corporate L1,Offer2,Web,114.02307,Four-Door Car,Medsize,A
RA63927,oregon,7193.101159,No,Extended,High School or Below,1/1/11,Employed,M,30886,Rural,Married,91,7.0,53,0.0,4,Personal Auto,Personal L1,Offer3,Web,103.424766,Two-Door Car,Medsize,A
SG71810,oregon,11610.25439,No,Basic,College,1/1/11,Employed,F,41503,Rural,Married,73,28.0,69,0.0,2,Personal Auto,Personal L3,Offer1,Agent,15.001594,Two-Door Car,Small,A
QD85803,california,7861.798596,No,Extended,Bachelor,2/10/11,Employed,F,30374,Urban,Married,99,1.0,50,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,304.537298,Four-Door Car,Medsize,A
KP18988,oregon,21531.33284,No,Premium,High School or Below,1/19/11,Unemployed,F,0,Suburban,Single,101,21.0,35,0.0,2,Personal Auto,Personal L3,Offer1,Branch,484.8,Four-Door Car,Medsize,A
CI38171,washington,13798.47871,No,Basic,Bachelor,1/28/11,Employed,F,42780,Suburban,Single,181,11.0,43,2.0,5,Personal Auto,Personal L3,Offer1,Call Center,868.8,Luxury SUV,Medsize,A
DS75515,california,2813.309659,No,Basic,Bachelor,2/1/11,Employed,M,72333,Urban,Married,70,10.0,20,0.0,1,Personal Auto,Personal L2,Offer2,Agent,177.224451,Two-Door Car,Large,A
ZM24497,california,17019.1929,No,Extended,High School or Below,2/3/11,Employed,M,98623,Suburban,Married,211,17.0,69,0.0,9,Personal Auto,Personal L3,Offer4,Web,1012.8,Luxury SUV,Large,A
RQ79244,california,3362.551989,No,Extended,College,1/29/11,Unemployed,F,0,Suburban,Single,97,28.0,29,0.0,1,Personal Auto,Personal L1,Offer1,Branch,698.4,Four-Door Car,Medsize,A
MQ80538,oregon,2727.735302,No,Extended,College,1/4/11,Unemployed,M,0,Suburban,Single,78,10.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,374.4,Four-Door Car,Medsize,A
HU22390,california,5389.499465,Yes,Extended,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,57.712985,Sports Car,Medsize,A
UM99946,arizona,7736.654606,No,Extended,College,1/18/11,Employed,M,68980,Urban,Divorced,98,25.0,87,0.0,7,Personal Auto,Personal L2,Offer1,Agent,464.038577,Four-Door Car,Medsize,A
QR57842,california,10351.37265,No,Extended,College,1/7/11,Employed,F,73895,Suburban,Married,129,2.0,31,0.0,7,Corporate Auto,Corporate L1,Offer4,Branch,825.416826,SUV,Medsize,A
GX27974,california,4644.90392,No,Basic,College,1/6/11,Unemployed,F,0,Rural,Married,63,0.0,42,0.0,3,Personal Auto,Personal L3,Offer1,Agent,94.958688,Four-Door Car,Medsize,A
QV26574,washington,6013.73829,No,Extended,College,1/10/11,Medical Leave,M,25646,Urban,Married,83,14.0,92,1.0,3,Personal Auto,Personal L2,Offer4,Call Center,377.917394,Four-Door Car,Medsize,A
SO18542,oregon,8370.56545,No,Basic,Bachelor,1/28/11,Employed,F,33409,Suburban,Married,105,4.0,17,0.0,7,Personal Auto,Personal L3,Offer1,Agent,553.553427,SUV,Medsize,A
KF98735,california,3673.990748,No,Extended,Bachelor,1/31/11,Employed,M,41185,Urban,Married,99,20.0,6,4.0,1,Special Auto,Special L3,Offer2,Agent,363.613596,Four-Door Car,Medsize,A
CV31235,arizona,3184.355246,No,Extended,Bachelor,2/21/11,Employed,M,50989,Urban,Married,80,3.0,11,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,255.999709,Four-Door Car,Medsize,A
SD21312,nevada,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,Medsize,A
BC75105,california,2860.440918,No,Extended,College,1/23/11,Employed,M,45587,Urban,Divorced,81,8.0,49,5.0,1,Personal Auto,Personal L3,Offer3,Agent,380.595522,Four-Door Car,Medsize,A
EQ90867,oregon,5431.213625,No,Basic,College,2/19/11,Employed,M,57125,Suburban,Divorced,68,13.0,99,0.0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small,A
NP18074,arizona,4209.682602,No,Basic,Bachelor,2/24/11,Employed,F,57933,Suburban,Married,105,10.0,64,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,533.255723,SUV,Small,A
